S(=O)(=O)(NC1(=[N+]([O-])C=CC=C1))C2(=CC=C(N)C=C2),5.2
OC1(=CC=C(CCCCC(C)(C)C)C=C1),11.22
S1(C(=NC=C1)NP(=O)(OC)C2(=CC=C([N+](=O)[O-])C=C2)),8.6
OC2(=[NH+]C=1(N=CNC=1C(=N2)N)),4.51
O(O)C(C)(C)C,12.8
O=C(OCC)N1(CCC2(=NOC(=C2(CC1))O)),4.7
O=C1(NC(=O)C2(=C1C=C(C(C)(C)C)C=C2)),10.21
S1(C(C(C(=O)O)N2(C1C([NH+]=C2CC=CCC)C(=O)O))(C)C),2.4
ClC1(=C(NN=C(C#N)C#N)C=CC(=C1)[N+](=O)[O-]),4.15
S=C(NC1(=CC=CC=C1))C2(=CC=C(C)C=C2),11.5
S(=O)(=O)(NC(=O)N)C(C(=O)N)C,5.21
O=C(O)CCC=1(OC=CC=1),4.36
N1(=NNC=N1),4.84
S=CNCC1(=CC=CC=C1),12.3
SC1(=[NH+]C=CC(=N1)NCC),3.1
S=C(N(CC)CC)NC(=O)C1(=CC(=CC=C1)C),8.36
O=C1(NC(=O)CC(N1)C2(=CC=CC=C2)),11.22
O=C(OC)C1(=CC=C(O)C=C1),8.34
FC(F)(F)OC1(=CC=C(NN=C(C#N)C#N)C=C1),6.0
[Si](C1(=CC=C(C(=O)O)C=C1))(C)(C)C,4.27
N2(=C(NCC)C1(=C(NN=C1)N=C2)),10.9
O=C(C1(=CC(OC)=C(O)C=C1))C,7.65
O=C(O)C1(=CC(=CC=C1)C(C)C),4.27
S1(C(OC(C1C)=O)(C(=O)O)C),1.94
S=C2(N(C(=O)C(C1(=CC=CC=C1))(CC)C(N2)=O)C),7.65
O=C2(C(C1(CCCCC1))CCC(C2)=O),5.5
O=C(O)C1(=C(C=CC(=C1)O)C),3.92
OC1(=C([O-])N=CN=C1),11.61
O[N+]1(=C([NH+]=C2(N=CNC2(=C1N)))N),1.0
ClC1(=C(O)C=CC(=C1)Cl),7.8
OC2(=C(C=C(NC1(=CC=C(O)C=C1))C=C2C)C),10.45
N#CC1(=NC=NC2(=C1NC=N2)),6.88
O=C(O)C=1(C(=CNC=1)C),5.65
O=C(O)C1(=CN=NC=C1),2.8
O=C(OCC)C(C(=O)C)CC,12.74
O=C(O)C(C)(C)C,5.04
S(SCC1(NC(=O)NC1=O))CC2(NC(=O)NC2=O),8.1
OC(C)C,16.14
O=C(O)C1(=C(C=CC=C1)C(C)C),3.64
O=C(O)C=1(N(C=CC=1)C),4.51
O=C(NCCC[NH+](CC=C)CC=C)C=NO,8.14
N#CCC#N,11.19
N1(=C(N=CC2(=C1N=CN2))N),9.93
SC1(=NN=CN1N),7.47
OC1(=C(N)C=CC=C1),9.71
O([N+]1(=C(O)C=CC=C1))C,-1.3
O=NC(=NO)C,5.8
N2(=C(N)C=1(NN=CC=1N=C2)),10.15
S=C1(NC(=S)C(N1)C2(=CC=CC=C2)),8.15
OC1(=C(C=C(C)C=C1)CN(C)C),11.22
O=C(O)C1(=[N+]([O-])C=CC=C1),3.54
S1(=O)(=O)(CC(=O)CC(C1)=O),2.72
